SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-31-2020,Single Family Residential,6712 Branch Creek Dr,Fort Worth,TX,76132,359900,6,3.5,Hulen Bend Estates Add,3691,10062,1999,140,98,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6712-Branch-Creek-Dr-76132/home/32458206,NTREIS,14249845,N,Y,32.6537884,-97.4144105
PAST SALE,February-7-2020,Single Family Residential,6609 Hillside Dr,Benbrook,TX,76132,325000,3,2.0,Country Day Estates,2084,12110,1980,133,156,,Sold,,,http://www.redfin.com/TX/Benbrook/6609-Hillside-Dr-76132/home/31501777,NTREIS,14246042,N,Y,32.6894798,-97.4239188
PAST SALE,July-26-2019,Single Family Residential,21 Bounty Rd W,Benbrook,TX,76132,379900,4,3.0,Mont Del Estates Add,2612,16858,1970,329,145,3,Sold,,,http://www.redfin.com/TX/Benbrook/21-Bounty-Rd-W-76132/home/31795448,NTREIS,14106720,N,Y,32.6864965,-97.4166235
PAST SALE,September-19-2017,Single Family Residential,6733 Day Dr,Fort Worth,TX,76132,200000,4,2.5,Oakmont Meadows Add,2265,5489,1998,1004,88,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6733-Day-Dr-76132/home/32446078,NTREIS,13668230,N,Y,32.6582886,-97.4115848
PAST SALE,November-9-2017,Single Family Residential,6705 Savannah Ln,Fort Worth,TX,76132,435000,4,2.5,Bellaire Park North,2950,11500,1993,953,147,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/6705-Savannah-Ln-76132/home/32372663,NTREIS,13699351,N,Y,32.6730498,-97.4271717
PAST SALE,July-11-2017,Condo/Co-op,6144 Haley Ln,Fort Worth,TX,76132,239500,3,2.0,Villas On The Bluff Condo,1728,1568,1997,1074,139,335,Sold,,,http://www.redfin.com/TX/Fort-Worth/6144-Haley-Ln-76132/home/32447299,NTREIS,13595116,N,Y,32.672933,-97.421181
PAST SALE,October-24-2017,Single Family Residential,6001 Troon Rd,Fort Worth,TX,76132,685000,3,3.5,Mira Vista Add,4014,13199,1990,969,171,179,Sold,,,http://www.redfin.com/TX/Fort-Worth/6001-Troon-Rd-76132/home/32395409,NTREIS,13679706,N,Y,32.6625531,-97.4317344
PAST SALE,April-27-2018,Single Family Residential,6729 E Park Dr,Fort Worth,TX,76132,499000,5,4.0,Bellaire Park North,3974,12284,1994,784,126,3,Sold,,,http://www.redfin.com/TX/Fort-Worth/6729-E-Park-Dr-76132/home/32415657,NTREIS,13788525,N,Y,32.6713359,-97.4286926
PAST SALE,March-30-2018,Single Family Residential,6813 Savannah Ln,Fort Worth,TX,76132,524900,5,3.5,Bellaire Park North,4721,11369,1992,812,111,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6813-Savannah-Ln-76132/home/32372706,NTREIS,13770066,N,Y,32.6735324,-97.4312486
PAST SALE,August-11-2017,Condo/Co-op,6151 Welden Ct,Fort Worth,TX,76132,239500,3,2.0,Villas On The Bluff Condo,1713,7013,1998,1043,140,335,Sold,,,http://www.redfin.com/TX/Fort-Worth/6151-Welden-Ct-76132/home/32458275,NTREIS,13641907,N,Y,32.671791,-97.421335
PAST SALE,April-2-2018,Townhouse,6629 Lost Star Ln,Fort Worth,TX,76132,350000,2,3.0,Bellaire Village,2510,2788,2016,809,139,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/6629-Lost-Star-Ln-76132/home/31226473,NTREIS,13742953,N,Y,32.668316,-97.4268869
PAST SALE,June-26-2018,Vacant Land,7401 Pebble Ridge Dr,Fort Worth,TX,76132,100000,0,,Pebble Creek Ridge Add,,,,724,,117,Sold,,,http://www.redfin.com/TX/Fort-Worth/7401-Pebble-Ridge-Dr-76132/home/32477689,NTREIS,13861643,N,Y,32.6659999,-97.428022
PAST SALE,June-22-2017,Townhouse,6728 Lost Star Ln,Fort Worth,TX,76132,319982,2,3.0,Bellaire Village,2220,,2016,1093,144,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/6728-Lost-Star-Ln-76132/home/31226445,NTREIS,13379878,N,Y,32.6686566,-97.4276153
PAST SALE,April-23-2018,Single Family Residential,4817 South Dr W,Fort Worth,TX,76132,345000,4,3.0,Overton South Add,2875,13329,1979,788,120,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4817-South-Dr-W-76132/home/31877037,NTREIS,13741695,N,Y,32.6700254,-97.3970355
PAST SALE,July-6-2017,Single Family Residential,6920 Day Dr,Fort Worth,TX,76132,189000,3,2.0,Oakmont Meadows Add,1841,6534,2000,1079,103,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6920-Day-Dr-76132/home/32473410,NTREIS,13614908,N,Y,32.6587391,-97.4137911
PAST SALE,January-17-2018,Single Family Residential,6312 Stockton Dr,Fort Worth,TX,76132,165900,3,2.0,Hulen Bend Add,1452,6011,2001,884,114,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6312-Stockton-Dr-76132/home/32479842,NTREIS,13746092,N,Y,32.6590766,-97.4163152
PAST SALE,September-15-2017,Single Family Residential,6733 Audubon Trl,Fort Worth,TX,76132,315990,5,3.5,Hulen Bend Estates Add,3320,9540,2000,1008,95,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6733-Audubon-Trl-76132/home/32458212,NTREIS,13619763,N,Y,32.6532216,-97.4143722
PAST SALE,April-20-2018,Single Family Residential,6417 Fianna Hills Dr,Fort Worth,TX,76132,455000,4,4.0,Monarch Hills Add,3343,8407,2001,791,136,54,Sold,,,http://www.redfin.com/TX/Fort-Worth/6417-Fianna-Hills-Dr-76132/home/32457938,NTREIS,13802275,N,Y,32.6589835,-97.4282701
PAST SALE,January-31-2018,Single Family Residential,6913 Day Dr,Fort Worth,TX,76132,214000,3,2.0,Oakmont Meadows Add,2067,5489,1998,870,104,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6913-Day-Dr-76132/home/32445895,NTREIS,13751901,N,Y,32.6582813,-97.4134478
PAST SALE,June-28-2018,Single Family Residential,10 Bounty Rd E,Benbrook,TX,76132,555000,4,4.0,Mont Del Estates Add,3923,17119,1967,722,141,3,Sold,,,http://www.redfin.com/TX/Benbrook/10-Bounty-Rd-E-76132/home/31795419,NTREIS,13823259,N,Y,32.6878461,-97.4159351
PAST SALE,May-4-2018,Single Family Residential,14 Legend Rd,Benbrook,TX,76132,409000,3,2.5,Mont Del Estates Add,2866,14157,1970,777,143,3,Sold,,,http://www.redfin.com/TX/Benbrook/14-Legend-Rd-76132/home/31795492,NTREIS,13802305,N,Y,32.6900428,-97.4179309
PAST SALE,December-21-2017,Single Family Residential,6928 Tameron Trl,Fort Worth,TX,76132,309900,3,2.0,Quail Ridge Estates Add,1955,9583,1992,911,159,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6928-Tameron-Trl-76132/home/32400664,NTREIS,13706513,N,Y,32.650332,-97.4261155
PAST SALE,March-30-2018,Single Family Residential,6513 Stockton Dr,Fort Worth,TX,76132,210000,3,2.0,Hulen Bend Add,2021,6011,2002,812,104,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6513-Stockton-Dr-76132/home/32479821,NTREIS,13756967,N,Y,32.6565656,-97.4157239
PAST SALE,September-7-2017,Single Family Residential,6605 Stockton Dr,Fort Worth,TX,76132,169900,3,2.0,Hulen Bend Add,1575,6011,2001,1016,108,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6605-Stockton-Dr-76132/home/32480247,NTREIS,13664290,N,Y,32.6556983,-97.4155342
PAST SALE,April-4-2018,Single Family Residential,6678 Trinity Heights Blvd,Fort Worth,TX,76132,599900,4,2.5,Trinity Heights Crowley ISD,3378,12850,2000,807,178,75,Sold,,,http://www.redfin.com/TX/Fort-Worth/6678-Trinity-Heights-Blvd-76132/home/32457311,NTREIS,13716307,N,Y,32.6537581,-97.4327484
PAST SALE,June-23-2017,Single Family Residential,7154 Axis Ct,Fort Worth,TX,76132,279000,3,2.0,Quail Ridge Estates Add,1806,12937,2000,1092,154,42,Sold,,,http://www.redfin.com/TX/Fort-Worth/7154-Axis-Ct-76132/home/32456776,NTREIS,13585501,N,Y,32.6468809,-97.4228627
PAST SALE,October-6-2017,Single Family Residential,6901 Vista Ridge Dr W,Fort Worth,TX,76132,369900,3,3.0,Vista Ridge Addition,2491,10585,2002,987,148,29,Sold,,,http://www.redfin.com/TX/Fort-Worth/6901-Vista-Ridge-Dr-W-76132/home/32444447,NTREIS,13668519,N,Y,32.6499609,-97.4320091
PAST SALE,October-13-2017,Single Family Residential,6151 White Tail Trl,Fort Worth,TX,76132,234900,3,2.0,Quail Ridge Estates Add,1812,6839,2001,980,130,42,Sold,,,http://www.redfin.com/TX/Fort-Worth/6151-White-Tail-Trl-76132/home/32442881,NTREIS,13645702,N,Y,32.6460137,-97.4204548
PAST SALE,May-14-2018,Single Family Residential,6844 Beverly Glen Dr,Fort Worth,TX,76132,240000,3,2.0,Park Palisades Add,1953,7884,2001,767,123,37,Sold,,,http://www.redfin.com/TX/Fort-Worth/6844-Beverly-Glen-Dr-76132/home/32457517,NTREIS,13817373,N,Y,32.6514261,-97.4134904
PAST SALE,October-31-2017,Single Family Residential,7112 Deer Hollow Dr,Fort Worth,TX,76132,268900,3,2.0,Quail Ridge Estates Add,2070,6795,1998,962,130,42,Sold,,,http://www.redfin.com/TX/Fort-Worth/7112-Deer-Hollow-Dr-76132/home/32442895,NTREIS,13634555,N,Y,32.6476958,-97.4209617
PAST SALE,August-1-2017,Single Family Residential,3 Thornhill Rd,Benbrook,TX,76132,650000,4,3.5,Mont Del Estates Add,4200,19602,1975,1053,155,,Sold,,,http://www.redfin.com/TX/Benbrook/3-Thornhill-Rd-76132/home/31795350,NTREIS,13546791,N,Y,32.6880638,-97.4204126
PAST SALE,June-26-2017,Single Family Residential,5704 Ridgerock Rd,Fort Worth,TX,76132,294500,3,2.0,Overton South Add,2100,6708,2011,1089,140,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5704-Ridgerock-Ct-76132/home/44637699,NTREIS,13540136,N,Y,32.6663091,-97.3993908
PAST SALE,June-21-2018,Single Family Residential,4700 Westlake Dr,Fort Worth,TX,76132,297977,4,2.0,Westcliff Add,2117,10542,1964,729,141,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4700-Westlake-Dr-76132/home/32176504,NTREIS,13825047,N,Y,32.6781558,-97.3912717
PAST SALE,August-28-2017,Single Family Residential,4613 South Dr W,Fort Worth,TX,76132,115900,2,2.0,Westwood,1191,8712,1959,1026,97,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4613-South-Dr-W-76132/home/32190917,NTREIS,13659129,N,Y,32.6698266,-97.3911028
PAST SALE,November-28-2017,Single Family Residential,5116 Stacey Ave,Fort Worth,TX,76132,239950,4,2.0,Westcliff Add,2147,11151,1967,934,112,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5116-Stacey-Ave-76132/home/32176388,NTREIS,13686023,N,Y,32.6736802,-97.3882738
PAST SALE,April-26-2018,Single Family Residential,4708 highgrove Dr,Fort Worth,TX,76132,159900,3,2.0,westwood,1232,,1962,785,130,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4708-Highgrove-Dr-76132/home/32191286,NTREIS,13793079,N,Y,32.6712913,-97.3938052
PAST SALE,January-12-2018,Single Family Residential,4709 Darla Dr,Fort Worth,TX,76132,100000,3,2.0,Westwood Add,1540,8799,1961,889,65,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4709-Darla-Dr-76132/home/32191810,NTREIS,13749202,N,Y,32.6675016,-97.3940586
PAST SALE,August-24-2017,Single Family Residential,5732 Westhaven Dr,Fort Worth,TX,76132,164900,3,1.5,Westwood Add,1523,11021,1959,1030,108,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5732-Westhaven-Dr-76132/home/32191841,NTREIS,13644410,N,Y,32.6653179,-97.39441
PAST SALE,July-24-2017,Single Family Residential,5224 Partridge Rd,Fort Worth,TX,76132,325000,4,3.0,Overton South Add,2900,17947,1977,1061,112,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5224-Partridge-Rd-76132/home/31876942,NTREIS,13623332,N,Y,32.6729987,-97.3953676
PAST SALE,September-29-2017,Multi-Family (2-4 Unit),4916 Ledgestone Dr,Fort Worth,TX,76132,350000,5,4.0,Overton South Add,3254,13896,1983,994,108,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4916-Ledgestone-Dr-76132/home/32328865,NTREIS,13654608,N,Y,32.675902,-97.394871
PAST SALE,December-8-2017,Single Family Residential,5722 Ridgerock Rd,Fort Worth,TX,76132,274500,3,2.0,Overton South,2107,6839,2012,924,130,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5722-Ridgerock-Ct-76132/home/31877166,NTREIS,13737477,N,Y,32.6651734,-97.4000146
PAST SALE,August-29-2017,Single Family Residential,4801 Countryside Ct E,Fort Worth,TX,76132,365000,3,3.0,Overton South Add,3319,24045,1981,1025,110,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4801-Countryside-Ct-E-76132/home/31876961,NTREIS,13647255,N,Y,32.6661796,-97.396381
PAST SALE,October-30-2017,Single Family Residential,4808 E Silent Ridge Ct E,Fort Worth,TX,76132,285000,4,3.0,Overton South Add,2565,16640,1983,963,111,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4808-Silent-Ridge-Ct-E-76132/home/31877009,NTREIS,13695200,N,Y,32.6645122,-97.397859
PAST SALE,July-27-2017,Single Family Residential,4820 Darla Dr,Fort Worth,TX,76132,339000,4,3.0,Overton South Add,2791,15725,1980,1058,121,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4820-Darla-Dr-76132/home/31877059,NTREIS,13614870,N,Y,32.6679111,-97.3972868
PAST SALE,July-7-2017,Multi-Family (2-4 Unit),5018 Ledgestone Dr,Fort Worth,TX,76132,169990,2,2.0,Overton South Add,1723,6970,1984,1078,99,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5018-Ledgestone-Dr-76132/home/32328871,NTREIS,13581530,N,Y,32.6748142,-97.3965218
PAST SALE,September-22-2017,Single Family Residential,4713 Darla Dr,Fort Worth,TX,76132,116500,3,2.0,Westwood Add,1177,8799,1958,1001,99,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4713-Darla-Dr-76132/home/32191803,NTREIS,13665187,N,Y,32.6675306,-97.3943119
PAST SALE,September-22-2017,Multi-Family (2-4 Unit),5404 Ledgestone Dr,Fort Worth,TX,76132,224800,3,2.0,Overton South,2246,8233,1984,1001,100,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5404-Ledgestone-Dr-76132/home/31877016,NTREIS,13673265,N,Y,32.670518,-97.398501
PAST SALE,November-20-2017,Single Family Residential,5100 Paint Rock Ct,Fort Worth,TX,76132,270000,3,2.0,Overton South Add,3268,14462,1978,942,83,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5100-Paint-Rock-Ct-76132/home/31876889,NTREIS,13674803,N,Y,32.6740951,-97.3950086
PAST SALE,June-27-2018,Single Family Residential,5212 South Dr,Fort Worth,TX,76132,199000,3,1.5,Westcliff Add,1846,10106,1972,723,108,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5212-South-Dr-76132/home/32176444,NTREIS,13737657,N,Y,32.6729058,-97.3894983
PAST SALE,September-15-2017,Single Family Residential,5328 Westhaven Dr,Fort Worth,TX,76132,140000,3,2.0,Westwood Add,1440,10149,1960,1008,97,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5328-Westhaven-Dr-76132/home/32190833,NTREIS,13652633,N,Y,32.6707782,-97.3905961
PAST SALE,December-7-2017,Townhouse,5865 Westhaven Dr,Fort Worth,TX,76132,175000,2,2.0,Westhaven Twnhms,1726,5227,1984,925,101,180,Sold,,,http://www.redfin.com/TX/Fort-Worth/5865-Westhaven-Dr-76132/home/32351967,NTREIS,13709714,N,Y,32.6630866,-97.3983655
PAST SALE,July-31-2017,Single Family Residential,6825 Glen Meadow Dr,Fort Worth,TX,76132,538000,4,3.5,Bellaire Park North,5132,10846,1992,1054,105,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6825-Glen-Meadow-Dr-76132/home/32372691,NTREIS,13599059,N,Y,32.6743701,-97.4319246
PAST SALE,October-20-2017,Multi-Family (2-4 Unit),4303 Gorman Dr,Fort Worth,TX,76132,149900,4,4.0,Westcliff Add,2192,6578,1969,973,68,,Sold,,,http://www.redfin.com/TX/Fort-Worth/4303-Gorman-Dr-76132/home/31044926,NTREIS,13572603,N,Y,32.6707239,-97.3870494
PAST SALE,August-7-2017,Multi-Family (2-4 Unit),5222 Cordova Ave,Fort Worth,TX,76132,299900,8,8.0,Westcliff Add,3848,15507,1975,1047,78,,Sold,,,http://www.redfin.com/TX/Fort-Worth/5222-Cordova-Ave-76132/home/32176294,NTREIS,13650254,N,Y,32.6714693,-97.3863798
PAST SALE,August-14-2017,Townhouse,5850 Pecan Chase,Benbrook,TX,76132,185000,1,1.5,Waterwood Place,1323,3746,1999,1040,140,154,Sold,,,http://www.redfin.com/TX/Fort-Worth/5850-Pecan-Chase-76132/home/32372830,NTREIS,13640921,N,Y,32.694439,-97.424805
PAST SALE,March-30-2018,Single Family Residential,6716 Oak Hill Dr,Fort Worth,TX,76132,1150000,5,5.5,Mira Vista Add,5754,18295,2007,812,200,102,Sold,,,http://www.redfin.com/TX/Fort-Worth/6716-Oak-Hill-Dr-76132/home/32428225,NTREIS,13675420,N,Y,32.650774,-97.4360651
PAST SALE,March-2-2018,Single Family Residential,6809 Saint Andrews Ct,Fort Worth,TX,76132,1125000,4,4.5,Mira Vista Add,4616,18731,2000,840,244,183,Sold,,,http://www.redfin.com/TX/Fort-Worth/6809-St-Andrews-Ct-76132/home/32434621,NTREIS,13725580,N,Y,32.6539891,-97.4362552
PAST SALE,May-2-2018,Single Family Residential,6817 Saint Andrews Ct,Fort Worth,TX,76132,1495000,5,5.5,Mira Vista,5786,17380,2010,779,258,207,Sold,,,http://www.redfin.com/TX/Fort-Worth/6817-St-Andrews-Ct-76132/home/32434623,NTREIS,13798326,N,Y,32.6543516,-97.4368045
PAST SALE,February-21-2018,Vacant Land,6701 Foxpointe Rd,Fort Worth,TX,76132,998500,0,,Mira Vista Add,,49179,,849,,179,Sold,,,http://www.redfin.com/TX/Fort-Worth/6701-Foxpointe-Rd-76132/home/32395400,NTREIS,13071402,N,Y,32.659431,-97.43667
PAST SALE,April-30-2018,Single Family Residential,6711 Canyon Crest Dr,Fort Worth,TX,76132,259900,4,2.0,Hulen Bend Estates Add,2388,10280,1997,781,109,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6711-Canyon-Crest-Dr-76132/home/32433831,NTREIS,13813121,N,Y,32.6518902,-97.4097895
PAST SALE,March-8-2018,Single Family Residential,6412 High Brook Dr,Fort Worth,TX,76132,268000,4,2.5,Hulen Bend Estates Add,2846,8059,1997,834,94,45,Sold,,,http://www.redfin.com/TX/Fort-Worth/6412-High-Brook-Dr-76132/home/32434229,NTREIS,13768065,N,Y,32.6573714,-97.4153731
PAST SALE,August-28-2017,Single Family Residential,6616 Firestone Rd,Fort Worth,TX,76132,484900,4,2.5,Mira Vista,2306,,1997,1026,210,251,Sold,,,http://www.redfin.com/TX/Fort-Worth/6616-Firestone-Rd-76132/home/32434689,NTREIS,13556567,N,Y,32.6551427,-97.4330864
PAST SALE,August-24-2017,Vacant Land,6808 Oak Hill Dr,Fort Worth,TX,76132,349900,0,,Mira Vista Add,,29272,,1030,,175,Sold,,,http://www.redfin.com/TX/Fort-Worth/6808-Oak-Hill-Dr-76132/home/32428215,NTREIS,13642113,N,Y,32.6520409,-97.436071
PAST SALE,August-30-2017,Single Family Residential,7020 Brierhollow Ct,Fort Worth,TX,76132,414900,4,3.0,Briercliff Estates Add,3012,9148,2000,1024,138,38,Sold,,,http://www.redfin.com/TX/Fort-Worth/7020-Brierhollow-Ct-76132/home/32465227,NTREIS,13598243,N,Y,32.6466597,-97.4314176
PAST SALE,September-6-2018,Single Family Residential,6205 Stockton Dr,Fort Worth,TX,76132,176000,3,2.0,Hulen Bend Add,1290,5619,2000,652,136,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6205-Stockton-Dr-76132/home/32479784,NTREIS,13893536,N,Y,32.660802,-97.4153437
PAST SALE,May-14-2018,Vacant Land,6904 Sanctuary Ln,Fort Worth,TX,76132,525000,0,,Mira Vista Add,,45302,,767,,178,Sold,,,http://www.redfin.com/TX/Fort-Worth/6904-Sanctuary-Ln-76132/home/32465371,NTREIS,13770901,N,Y,32.6533338,-97.4444632
PAST SALE,February-16-2018,Single Family Residential,6925 Brookvale Rd,Fort Worth,TX,76132,270000,3,2.0,Quail Ridge Estates Add,2037,9017,1987,854,133,,Sold,,,http://www.redfin.com/TX/Fort-Worth/6925-Brookvale-Rd-76132/home/32384186,NTREIS,13660141,N,Y,32.6511044,-97.4249327
PAST SALE,January-15-2018,Townhouse,6768 Lost Star Ln,Fort Worth,TX,76132,336944,2,1.5,Bellaire Village,2226,,2017,886,151,83,Sold,,,http://www.redfin.com/TX/Fort-Worth/6768-Lost-Star-Ln-76132/home/31226463,NTREIS,13645682,N,Y,32.6685987,-97.4287612
PAST SALE,July-6-2018,Single Family Residential,29 Mont Dr,Benbrook,TX,76132,409000,4,2.5,Mont Del Estates Add,2380,20299,1972,714,172,,Sold,,,http://www.redfin.com/TX/Benbrook/29-Mont-Dr-76132/home/31795411,NTREIS,13836289,N,Y,32.6852488,-97.4157695
